headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
frost,noun,B2,qirov,иней,A thin layer of ice that forms on surfaces during cold weather.,fɹɒst,17702,nature,The grass was covered in white frost on this cold morning.,Bu sovuq tongda maysa usti oppoq qirov bilan qoplangan edi.,rime ice,thaw
mold,verb,C1,shakllantirmoq loyihalamoq,формовать,To influence or change someone or something into a specific shape or character.,məʊld,17704,ielts,Great teachers have the power to mold the minds of their students.,Buyuk o'qituvchilar talabalarning dunyoqarashini shakllantirish qudratiga ega.,shape influence,
dame,noun,C2,ledi xonim,леди,A formal title used for a woman who has been given a high honor.,deɪm,17706,people-family,The Queen honored the famous actress by naming her a Dame.,Qirolicha mashhur aktrisani Ledi unvoni bilan taqdirladi.,lady,
sally,noun,C2,o'tkir gap hazil,острота,A witty or clever remark made during a conversation.,ˈsæli,17708,ielts,His quick sally made everyone in the room laugh during the meeting.,Uning o'tkir gapi yig'ilishdagi hamma odamni kuldirib yubordi.,witticism quip,
yacht,noun,B2,yaxta,яхта,A large and expensive boat used for pleasure trips or racing.,jɒt,17710,travel,They spent their summer vacation sailing on a luxury yacht in Greece.,Ular yozgi ta'tilni Gretsiyada hashamatli yaxtada sayohat qilib o'tkazishdi.,vessel cruiser,
herb,noun,B1,ko'kat dorivor o'simlik,трава,A plant used in cooking or for making medicine.,hɜːb,17712,food-drink,Fresh herbs like basil add a wonderful flavor to Italian dishes.,Rayhon kabi yangi ko'katlar italyan taomlariga ajoyib maza beradi.,spice seasoning,
breach,verb,C1,buzish buzib o'tish,нарушать,"To break a law, an agreement, or a promise.",ˈbɹiːt͡ʃ,17716,ielts,The company decided to breach the contract without giving any prior notice.,Kompaniya oldindan ogohlantirmasdan shartnomani buzishga qaror qildi.,violate infringe,uphold
traveller,noun,A2,sayohat qiluvchi sayyoh,путешественник,A person who is travelling or who often goes to different places.,ˈtɹævələ,17718,travel,The traveller showed his passport to the officer at the border control.,Sayyoh chegara nazoratidagi xodimga pasportini ko'rsatdi.,tourist voyager,
stationery,noun,B1,yozuv anjomlari kantselyariya,канцелярские товары,"Items such as paper, pens, and envelopes used for writing.",ˈsteɪʃ(ə)n(ə)ɹi,17720,school,We need to go to the shop to buy some new stationery.,Biz yangi yozuv anjomlari sotib olish uchun do'konga borishimiz kerak.,,
idle,adjective,B2,ishsiz bekor,незанятый,Not working or being used at a particular time.,ˈaɪd(ə)l,17722,describing,It is sad to see so many skilled workers sitting idle today.,Bugun ko'plab malakali ishchilarning ishsiz o'tirganini ko'rish juda achinarli.,inactive unemployed,busy
mustang,noun,B2,yovvoyi ot,мустанг,A small wild horse that lives in the open plains of North America.,ˈmʌˌstæŋ,17724,animals,The herd of mustang horses ran quickly across the open prairie.,Yovvoyi otlar podasi keng dasht bo'ylab tez yugurib o'tdi.,feral horse,
unauthorized,adjective,B2,ruxsat etilmagan ruxsatsiz,несанкционированный,Not having official permission to be in a place or do something.,ʌnˈɔːθəraɪzd,17726,ielts,Unauthorized access to the building is strictly prohibited by security staff.,Binoga ruxsatsiz kirish qo'riqlash xizmati tomonidan qat'iyan man etiladi.,illegal forbidden,authorized
antibody,noun,C1,antitanacha,антитело,A substance in the body that fights against diseases and harmful germs.,ˈæn.tiˌbɒd.i,17728,body-health,The body creates an antibody to fight against the new virus.,Tana yangi virusga qarshi kurashish uchun antitanacha ishlab chiqaradi.,immunoglobulin,antigen
competent,adjective,B2,malakali layoqatli,компетентный,Having the necessary skill or ability to do a job well.,ˈkɒmpətənt,17730,work,She is a competent manager who handles all tasks with great care.,U barcha vazifalarni katta e'tibor bilan bajaradigan malakali menejer.,capable skilled,incompetent
fin,noun,B1,suzgich,плавник,A flat part of a fish's body used for swimming or balancing.,fɪn,17732,animals,The shark moved its fin to turn quickly in the water.,Akula suvda tez burilish uchun suzgichini harakatlantirdi.,,
pastor,noun,B2,ruhoniy,пастор,A leader or official who guides a group of people in their church.,ˈpɑː.stə,17734,people-family,The local pastor gave a long speech at the Sunday morning service.,Mahalliy ruhoniy yakshanba tonggi marosimida uzoq nutq so'zladi.,clergyman,
mud,noun,A2,loy,грязь,"Soft, wet earth that is created when rain falls on ground.",mʌd,17736,nature,The kids played in the mud after the heavy rain stopped.,"Kuchli yomg'ir to'xtagach, bolalar loyda o'ynashdi.",sludge,
