headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
dearly,adverb,C1,qimmatga qimmat,дорого,To pay a very high price for a mistake or bad decision.,ˈdɪɹli,22654,ielts,He paid dearly for his mistake in the final exam last year.,O'tgan yili imtihondagi xatosi uchun u juda qimmat to'ladi.,heavily,
humiliation,noun,C1,xo'rlik sharmandalik,унижение,A feeling of deep shame or loss of pride before other people.,hjuːˌmɪliˈeɪʃən,22656,feelings,The team felt great humiliation after losing the match so badly.,"Jamoa o'yinni bunchalik yomon yutqazgach, juda qattiq xo'rlikni his qildi.",shame embarrassment,pride
disrespect,noun,B2,hurmatsizlik bepisandlik,неуважение,The state of showing no politeness or consideration for someone or something.,dɪsɹɪˈspɛkt,22658,ielts,His constant rudeness shows a complete lack of respect for others.,Uning doimiy qo'polligi boshqalarga nisbatan hurmatsizlikni bildiradi.,rudeness impoliteness,respect
shhh,interjection,A1,pishh jim,тсс,A sound made to tell someone to be quiet or stop talking.,ʃːː,22660,basics,"Shhh, the baby is finally sleeping in the next room.","Pishh, chaqaloq nihoyat yon xonada uxlayapti.",hush silence,
underworld,noun,C1,jinoyatchilar dunyosi yashirin olam,преступный мир,The part of society involved in organized crime and illegal activities.,ˈʌndəˌwɜːld,22662,ielts,The local police are trying to investigate links to the underworld.,Mahalliy politsiya jinoyatchilar dunyosi bilan bog'liq izlarni tekshirmoqda.,mafia crime-world,
curly,adjective,A2,jingalak jingalaksoch,кудрявый,"Having hair that grows in a curved, spiral shape rather than straight.",ˈkɜːli,22664,describing,She looks very beautiful with her long and natural curly hair.,U uzun va tabiiy jingalak sochlari bilan juda go'zal ko'rinadi.,wavy kinky,straight
pentagon,noun,B1,beshburchak,пятиугольник,A flat shape with five straight sides and five angles.,ˈpɛn.təˌɡɑn,22666,ielts,The students drew a perfect pentagon on the blackboard for geometry.,O'quvchilar geometriya uchun doskaga mukammal beshburchak chizishdi.,,
oppa,noun,B1,aka,оппа,A polite word used by a female to address an older man.,ˈɒpə,22668,people-family,I asked my oppa to help me with my Korean homework yesterday.,Kecha koreys tili darsimni bajarishda akamdan yordam so'radim.,,
tow,verb,B2,shatakka olmoq tortmoq,буксировать,To pull a vehicle or boat using a rope or chain.,təʊ,22670,travel,Our car broke down and we had to tow it to service.,Mashinamiz buzilib qoldi va uni servizgacha shatakka olishimizga to'g'ri keldi.,haul pull,
seduce,verb,C1,yo'ldan ozdirmoq vasvasaga solmoq,соблазнять,To persuade someone to do something wrong or to engage in a sexual relationship.,sɪˈdjuːs,22672,ielts,The luxury lifestyle was enough to seduce him into quitting his job.,Hashamatli turmush tarzi uni ishdan ketishga vasvasaga solish uchun yetarli edi.,tempt lure,
bathtub,noun,A2,vanna,ванна,"A large, long container that you fill with water to wash your body.",ˈbɑːθtʌb,22674,home,I like to relax in the bathtub after a long day's work.,Ishdan keyin vannada dam olishni yaxshi ko'raman.,tub,
goa,noun,C2,tibet jayroni,тибетский дзерен,A type of small antelope found in the high mountains of Tibet.,ˈɡəʊə,22676,nature,The rare goa can be seen grazing on the vast Tibetan Plateau.,Nodir tibet jayronini Tibet platosida o'tlab yurganini ko'rish mumkin.,antelope,
hotter,adjective,A1,issiqroq,горячее,"The comparative form of hot, meaning having a higher temperature.",ˈhɒtər,22678,describing,"Today is much hotter than yesterday, so please drink plenty of water.","Bugun kechagidan ancha issiqroq, shuning uchun ko'proq suv iching.",warmer,colder
contempt,noun,C1,mensimaslik kamsitish,презрение,A strong feeling that someone or something is not important or deserves no respect.,kənˈtɛmpt,22680,ielts,She looked at the rude man with nothing but complete and utter contempt.,U qo'pol odamga nafrat va mensimaslik bilan qaradi.,disdain scorn,respect
compartment,noun,B1,bo'lim qism,отделение,One of the separate areas that a vehicle or container is divided into.,kəmˈpɑɹtmənt,22682,travel,He opened the small compartment in his bag to find his passport.,U pasportini topish uchun sumkasidagi kichik bo'limni ochdi.,section part,
hustle,verb,B2,shoshilish g'ayrat qilish,спешить,To move or work in a quick and busy way to get something done.,ˈhʌsəl,22684,actions,We really have to hustle if we want to arrive by nine o'clock.,"Agar soat to'qqizda yetib bormoqchi bo'lsak, rostdan ham shoshilishimiz kerak.",hurry rush,
supernatural,adjective,B2,g'ayritabiiy,сверхъестественный,Something that cannot be explained by science or the known laws of nature.,ˌs(j)uː.pəˈnæ.tʃə.ɹəl,22686,ielts,Many people believe in ghosts and other kinds of supernatural events.,Ko'pchilik arvohlar va boshqa g'ayritabiiy hodisalarga ishonadi.,paranormal mystical,natural
taco,noun,B1,tako,тако,"A Mexican snack food made of a folded tortilla filled with meat, vegetables, and cheese.",ˈtɑkoʊ,22688,food-drink,We went to a local restaurant to eat some delicious beef tacos.,Mazali mol go'shtli takolarni yeyish uchun mahalliy restoranga bordik.,,
brigade,noun,B2,brigada guruh,бригада,A group of people organized to work together for a specific purpose or task.,bɹɪˈɡeɪd,22690,work,A volunteer fire brigade helped to extinguish the flames in the forest.,Ko'ngilli o't o'chiruvchilar brigadasi o'rmondagi yong'inni o'chirishga yordam berdi.,team group,
bankrupt,adjective,C1,bankrot kasod,обанкротившийся,Unable to pay what you owe because you have no money left.,ˈbæŋk.ɹəpt,22692,ielts,The business went bankrupt after losing all its major contracts this year.,"Bu yil barcha yirik shartnomalarni yo'qotgach, biznes bankrot bo'ldi.",insolvent broke,solvent
lookout,noun,B2,kuzatuvchi kuzatuv nuqtasi,наблюдатель,A person whose job is to watch for danger or someone approaching.,ˈlʊkaʊt,22694,actions,He acted as a lookout while his friends entered the restricted building.,Do'stlari taqiqlangan binoga kirayotganda u kuzatuvchi vazifasini bajardi.,watchman sentry,
slippery,adjective,A2,sirpanchiq,скользкий,"Difficult to hold or stand on because it is smooth, wet, or covered in ice.",ˈslɪpəɹi,22696,describing,"Be careful when walking outside, the road is very slippery due to ice.","Tashqarida yurganda ehtiyot bo'ling, muz tufayli yo'l juda sirpanchiq.",slimy slick,grippy
duchess,noun,C1,gersoginya,герцогиня,A woman who is married to a duke or holds the rank of a duke.,ˈdʌt͡ʃɪs,22698,people-family,The Duchess attended the charity event to support children in need of help.,Gersoginya yordamga muhtoj bolalarni qo'llab-quvvatlash uchun xayriya tadbirida qatnashdi.,,
ripping,adjective,B2,juda ajoyib juda yaxshi,потрясающий,"Extremely good, exciting, or excellent in quality.",ˈɹɪpɪŋ,22700,describing,We had a ripping time at the party with all our friends.,Do'stlarimiz bilan kechada juda ajoyib vaqt o'tkazdik.,excellent wonderful,
flock,verb,B2,to'planmoq oqib kelmoq,стекаться,To go to a particular place in large numbers.,flɒk,22702,actions,Thousands of people flocked to the beach during the hot summer weekend.,Issiq yoz kunlarida minglab odamlar plyajga oqib kelishdi.,gather crowd,
potion,noun,C1,sehrli ichimlik damlama,зелье,A liquid that is believed to have magical or medicinal powers.,ˈpəʊ.ʃən,22704,ielts,The old witch brewed a magical potion to help the lost boy.,Kampir adashib qolgan bolaga yordam berish uchun sehrli ichimlik tayyorladi.,elixir tonic,
fiance,noun,B2,kuyovnavkar kuyov,жених,A man who is engaged to be married.,fiˈɒ̃seɪ,22706,people-family,Sarah is going to introduce her fiance to her parents this evening.,Sara bugun kechqurun kuyovini ota-onasiga tanishtirmoqchi.,betrothed groom,
glimpse,noun,B2,ko'z tushishi nazari tushishi,беглый взгляд,A very brief look at someone or something.,ˈɡlɪm(p)s,22708,actions,I caught a brief glimpse of the deer before it ran away.,Kiyik qochib ketgunicha unga ko'zim tushib qoldi.,glance peek,
invincible,adjective,C1,yengilmas mag'lub etib bo'lmas,непобедимый,Too strong to be defeated or overcome by anyone or anything.,ɪnˈvɪn.sə.bəl,22710,ielts,The team felt invincible after winning ten games in a row.,"Ketma-ket o'nta o'yinda g'alaba qozongach, jamoa o'zini yengilmas his qildi.",unconquerable unbeatable,vincible
kettle,noun,A2,choynak,чайник,A metal container used for boiling water for tea or coffee.,ˈkɛ.təl,22712,home,Please put the kettle on so we can have some hot tea.,"Iltimos, choynakni qaynatib yubor, issiq choy ichamiz.",teakettle,
stroll,verb,B1,sayr qilmoq aylanmoq,прогуливаться,To walk in a slow and relaxed way.,stɹəʊl,22714,actions,We decided to stroll through the park after finishing our lunch.,"Tushlik qilib bo'lgach, bog'da sayr qilishga qaror qildik.",wander walk,
cafeteria,noun,B1,oshxona,столовая,A place in a school or workplace where you can buy and eat a meal.,ˌkafəˈtɪə̯.ɹi.ə,22716,school,We met in the school cafeteria to eat lunch together today.,Tushlik qilish uchun bugun maktab oshxonasida uchrashdik.,canteen,
sane,adjective,B2,sog'lom aqlli,здравомыслящий,Having a healthy and normal mind; able to think clearly and make sensible decisions.,seɪn,22718,describing,"After such a long and busy day, it is hard to stay sane.",Shunchalik uzun va tig'iz kundan keyin sog'lom fikrlash qiyin.,rational sensible,insane
medic,noun,B2,shifokor tibbiyot xodimi,медик,"A person who is trained to give medical care, especially in the army.",ˈmɛdɪk,22720,body-health,The army medic quickly bandaged the injured soldier on the battlefield.,Harbiy shifokor jang maydonida yarador askarga zudlik bilan bint bog'ladi.,doctor paramedic,
peek,verb,B2,mo'ralamoq ko'z tashlamoq,заглядывать,"To look at something secretly or quickly, usually for a short time.",piːk,22722,actions,Do not peek at your presents before your birthday party starts.,Tug'ilgan kuning boshlanmasidan oldin sovg'alaringga mo'ralama.,glance peep,
sewer,noun,B2,kanalizatsiya oqova suvlari quvuri,канализация,A large pipe underground that carries waste water and sewage away from buildings.,ˈs(j)uːə,22724,home,The city workers are repairing the damaged sewer under the main street.,Shahar ishchilari asosiy ko'cha ostidagi shikastlangan kanalizatsiya quvurini ta'mirlashmoqda.,drain conduit,
toad,noun,B2,baqa gursuvola,жаба,An amphibian that looks like a frog but has drier skin and shorter legs.,toʊd,22726,animals,The toad hopped slowly across the damp grass near the small pond.,Baqa kichik hovuz yaqinidagi nam o'tlar ustidan sekin sakrab o'tdi.,amphibian,
moose,noun,B2,los,лось,A large deer with big flat antlers that lives in cold northern forests.,muːs,22728,animals,We saw a moose standing at the edge of the thick woods.,Biz quyuq o'rmon chetida turgan losni ko'rdik.,,
stitch,noun,B1,chok tig',стежок,A single movement of a needle in sewing or a loop of thread.,stɪt͡ʃ,22730,home,She added one final stitch to fix the hole in her sweater.,U sviteridagi teshikni yopish uchun oxirgi bitta chok qo'ydi.,seam,
compass,noun,B1,kompas,компас,A tool with a magnetic needle that shows you which direction is north.,ˈkʌmpəs,22732,travel,The explorer used a compass to find his way through the forest.,Sayohatchi o'rmon ichida yo'lini topish uchun kompasdan foydalandi.,,
dislike,verb,A2,yomon ko'rmoq yoqtirmaslik,не любить,To not like someone or something.,dɪsˈlaɪk,22734,feelings,I dislike the taste of olives so I never eat them.,"Men zaytun ta'mini yomon ko'raman, shuning uchun uni umuman yemayman.",hate,like
rib,noun,B2,qovurg'a,ребро,One of the curved bones in the chest protecting your heart and lungs.,ɹɪb,22736,body-health,He broke a rib while playing football with his friends yesterday.,U kecha do'stlari bilan futbol o'ynayotganda qovurg'asini sindirib oldi.,,
brace,verb,B2,tayyorlanmoq moslashmoq,готовиться,To prepare yourself physically or mentally for something difficult or unpleasant.,bɹeɪs,22738,actions,You should brace yourself for some bad news about the project.,Loyiha haqidagi yomon xabarga o'zingni tayyorlab qo'yishing kerak.,prepare ready,
thrust,verb,C1,itermoq majburlamoq,навязывать,To push something or someone suddenly and with a lot of force.,θɹʌst,22740,ielts,They tried to thrust the new responsibilities upon me without asking.,"Ular so'ramasdan, yangi majburiyatlarni zimmamga yuklamoqchi bo'lishdi.",push shove,
monastery,noun,C1,monastir,монастырь,A place where monks live and work together away from the outside world.,ˈmɒnəstɹi,22742,places,The old monastery is located high up in the quiet mountains.,Qadimiy monastir baland va sokin tog'larda joylashgan.,abbey,
impatient,adjective,B1,toqatsiz sabrsiz,нетерпеливый,Feeling annoyed because you have to wait or things are taking too long.,ɪmˈpeɪʃənt,22744,feelings,He became impatient when the bus did not arrive on time.,"Avtobus vaqtida kelmagach, u toqati toq bo'lib kutishdan charchadi.",restless eager,patient
ignorance,noun,C1,bilimsizlik nodonlik,невежество,"The state of lacking knowledge, information, or education about something.",ˈɪɡ.nə.ɹəns,22746,ielts,Their ignorance of the local customs led to some awkward social situations.,Ularning mahalliy urf-odatlarni bilmasligi noqulay vaziyatlarga sabab bo'ldi.,unawareness inexperience,knowledge
civilized,adjective,B2,sivilizatsiyalashgan madaniyatli,цивилизованный,"Having a well-organized society with advanced social, moral, and cultural standards.",ˈsɪv.ɪ.laɪzd,22748,ielts,We should resolve our disagreements in a civilized and respectful manner.,Biz kelishmovchiliklarimizni madaniyatli va hurmatli yo'l bilan hal qilishimiz kerak.,polite cultured,uncivilized
artery,noun,B2,arteriya qon tomiri,артерия,A blood vessel that carries blood from the heart to other parts of the body.,ˈɑː.tə.ɹi,22750,body-health,High blood pressure can cause serious damage to your main artery.,Yuqori qon bosimi asosiy arteriyangizga jiddiy zarar yetkazishi mumkin.,vessel,
voiceover,noun,B2,ovoz berish diktorlik ovozi,закадровый голос,A recorded voice that speaks over a film or television program without being seen.,ˈvɔɪsˌəʊvə,22752,work,The documentary features a voiceover explaining the history of the ancient city.,Hujjatli filmda qadimiy shahar tarixini tushuntirib beruvchi diktor ovozi eshitiladi.,narration dubbing,
ark,noun,C1,ark qo‘rg‘on,крепость,A strong stone fortress or a building used as a place of safety.,ɑːk,22754,places,We visited the historic Ark of Bukhara during our trip to Uzbekistan.,O‘zbekistonga safarimiz davomida tarixiy Buxoro arkini ko‘rib keldik.,fortress citadel,
carpenter,noun,A2,duradgor,плотник,A person who builds or repairs structures made of wood.,ˈkɑː.pən.tə,22756,work,The carpenter used his tools to build a new wooden table for us.,Duradgor o‘z asboblari yordamida biz uchun yangi yog‘och stol yasadi.,woodworker,
upsetting,adjective,B1,tashvishli iztirobli,расстраивающий,"Making someone feel sad, worried, or uncomfortable.",ʌpˈsetɪŋ,22758,feelings,It was very upsetting to hear the bad news about my friend.,Do‘stim haqidagi yomon xabarni eshitish juda iztirobli edi.,distressing painful,comforting
bluff,verb,B2,aldash parda qilish,блефовать,To pretend you have something to gain an advantage over others.,blʌf,22760,actions,"He did not actually have a winning hand, so he decided to bluff.","Uning qo‘lida aslida yutadigan karta yo‘q edi, shuning uchun u aldab ko‘rishga qaror qildi.",deceive mislead,
unbearable,adjective,B2,chidab bo‘lmas toqat qilib bo‘lmas,невыносимый,So painful or unpleasant that it is impossible to tolerate.,ʌnˈbeərəbl,22762,describing,The heat during the summer afternoon was simply unbearable for everyone.,Yozgi tush paytidagi issiqqa hamma ham chidab bo‘lmas edi.,intolerable insufferable,bearable
narcotics,noun,C1,giyohvandlik moddalari narkotiklar,наркотики,Illegal drugs that affect the mind or body and are used for non-medical purposes.,nɑːˈkɒtɪks,22764,body-health,The government has launched a new campaign to stop the sale of narcotics.,Hukumat narkotiklar savdosiga qarshi kurashish uchun yangi kampaniya boshladi.,drugs narcotics,
juicy,adjective,B1,suli serob shiralik,сочный,"Full of juice and pleasant to eat; also, very interesting and exciting information.",ˈd͡ʒuːsi,22766,food-drink,I bit into the juicy peach and felt refreshed on a hot day.,"Issiq kunda shirin shaftolini tishlab, tetiklashib qoldim.",succulent tasty,dry
eerie,adjective,B2,daxshatli g'alati,жуткий,Strange and frightening in a way that makes you feel uneasy.,ˈɪəɹi,22768,describing,An eerie silence fell over the forest as the sun went down.,Quyosh botishi bilan o'rmonda g'alati sukunat hukm surdi.,creepy spooky,
mwah,interjection,A2,mua o'pich,чмок,"A word representing the sound of a kiss, often used in messages.",mwɑː,22770,feelings,"Thanks for your help, mwah, see you later tonight!","Yordaming uchun rahmat, mua, kechqurun ko'rishamiz!",,
slippers,noun,A1,uy tufli shippak,тапочки,"Soft, comfortable shoes that you wear only inside your house.",ˈslɪpə(ɹ)z,22772,home,Please take off your shoes and put on these comfortable slippers.,"Iltimos, oyoq kiyimingizni yechib, mana bu yumshoq shippaklarni kiying.",,
